predict	b	e	m	t
e	0.0006649091315501986	0.9936979775306737	0.0035823590902248777	0.002054754247551467
b	0.9731384855106404	0.006933026827709804	0.0111352591580215	0.008793228503628327
e	0.08884078856725104	0.7804078325875967	0.04634451436812825	0.08440686447702409
b	0.7509202383038696	0.05027782123749056	0.07738470152300318	0.12141723893563658
e	0.023547175702327665	0.9436755752649757	0.016883211827730518	0.015894037204966176
e	0.004590329067750731	0.9633539775034967	0.018182093476643492	0.013873599952108934
e	7.179525854163107e-05	0.9991562437055996	0.0003396695164215351	0.0004322915194371575
b	0.8780669995690963	0.012693124040129958	0.037170327264570674	0.07206954912620304
b	0.8156551632513579	0.030264268886377718	0.07330035662095209	0.08078021124131235
e	0.01229363007744355	0.9376244543192911	0.010008051555855112	0.040073864047410035
b	0.9433310623429456	0.00579149689964993	0.017219736890720212	0.033657703866684215
e	0.4242996776575989	0.4786773457346017	0.04945646179625377	0.04756651481154566
e	0.010241974686911966	0.7968951094971807	0.009738997341008379	0.183123918474899
b	0.8841700792040683	0.011160805531897524	0.0525080701231102	0.052161045140923984
e	0.006704127687079399	0.9819171422586106	0.007098906767154046	0.0042798232871558515
b	0.4139281486632673	0.24968126396977855	0.17201317537466343	0.16437741199229078
e	0.04115790172416164	0.8840041738405198	0.042254450996126784	0.03258347343919188
b	0.9183253854964079	0.016529280080663213	0.027956654035745845	0.037188680387183246
b	0.5062525070232294	0.34049981905670446	0.05156570017911338	0.10168197374095268
b	0.8846960161396892	0.014611100323925	0.02673368415331528	0.07395919938307052
b	0.6431893306992745	0.25126145881231754	0.04846121425412896	0.05708799623427894
e	0.0010407478902095429	0.9923158524254635	0.00398236943989075	0.002661030244436168
e	0.08949844567851131	0.7332035697515518	0.06324489090955568	0.1140530936603814
b	0.7018532105693841	0.16407826839406836	0.05356921606415957	0.08049930497238804
m	0.14594721863326723	0.1508334713471254	0.6731022654296572	0.03011704458995005
e	0.006391551649480951	0.9725315239461036	0.012485065053379384	0.008591859351036015
b	0.9560644662990221	0.015236154055527777	0.013701696114947011	0.014997683530503087
b	0.9163042498806383	0.014335569127680284	0.020155045390202894	0.049205135601478586
b	0.9265753586089917	0.006270985851659131	0.006814930927024798	0.060338724612324535
e	0.002676774275889149	0.9877812233289606	0.00509461453501046	0.004447387860139591
b	0.8511263194257009	0.09129563725488765	0.02254186348843583	0.0350361798309755
e	0.0005875901797448251	0.9957578990539627	0.002064503827962364	0.0015900069383299727
e	0.011592347477817988	0.5475667685932847	0.009374114516379104	0.43146676941251816
e	0.0009795758217081482	0.9962766039343544	0.0013456765728965669	0.0013981436710408849
b	0.957446262440499	0.00850852127216539	0.013777050998750371	0.020268165288585303
b	0.6953147725637394	0.1139691342094945	0.07012485111064948	0.12059124211611669
b	0.5252030162564827	0.3093186461650204	0.047335344403822116	0.11814299317467475
b	0.7615964926328236	0.17334960717407516	0.02982181414921877	0.0352320860438825
m	0.0926938545343695	0.27170520430646516	0.4808285099377444	0.154772431221421
b	0.7965571626195327	0.1024280533719918	0.037904455400351825	0.0631103286081237
b	0.9119706796999563	0.012342692027903921	0.019263896757185112	0.056422731514954735
e	0.3566111145647103	0.43210441400591554	0.06958660860920152	0.14169786282017255
b	0.9712931590053604	0.009222679611884905	0.009105214559646546	0.010378946823108066
e	0.12418116296755306	0.592500329908095	0.1448858626876828	0.1384326444366692
b	0.9012510562967305	0.020371060761741118	0.024850851053544922	0.05352703188798343
b	0.8882296505557128	0.010153514307586813	0.020389085039468575	0.0812277500972318
b	0.6810449842904939	0.1872483779770717	0.04834414216782186	0.08336249556461242
e	0.010013570110622826	0.9736152957215604	0.004429598134153379	0.011941536033663368
b	0.952704133954321	0.015990696906387474	0.010723194697242033	0.02058197444204939
e	0.002194426784642637	0.9897319061501394	0.0033742828049022106	0.0046993842603157
e	0.16933827400189863	0.48637497951937675	0.09272189284194887	0.25156485363677566
b	0.7957060444035715	0.07883745355420572	0.04534131337174291	0.08011518867048
t	0.05432868355142864	0.13765599421841831	0.04267177647608922	0.7653435457540637
e	0.23815317063719763	0.39012426373839326	0.20606300883556178	0.1656595567888474
b	0.6096563832544908	0.16622731217175543	0.04219965013683303	0.1819166544369207
t	0.07990398786483317	0.05646918254704377	0.0278005417383657	0.8358262878497574
b	0.7115821262281348	0.04348148754849703	0.04090132121415293	0.20403506500921517
e	0.16811272934421742	0.5778261525222401	0.11215416845486158	0.14190694967868078
t	0.0024535713806486015	0.006699499233282588	0.007521379566541152	0.9833255498195276
e	0.0028656132018882127	0.9400282749567853	0.03841695651785202	0.01868915532347438
b	0.716383321852606	0.12685752939876782	0.05495857457161866	0.10180057417700761
b	0.5890807384610284	0.24909681560180214	0.04641236424875156	0.11541008168841803
b	0.913508528569667	0.015792171558419554	0.022261987606323325	0.048437312265590046
b	0.6210593078163978	0.23763917494115588	0.05976327562955895	0.08153824161288731
e	0.2230013668061509	0.6635976223572704	0.048634436740556314	0.06476657409602225
e	0.34218405328763346	0.3631663085159369	0.1071973807841716	0.18745225741225804
e	0.1476562062556	0.7845097924384878	0.020068318015970425	0.04776568328994183
e	0.27802631897271873	0.5191349255718486	0.07309038663067553	0.1297483688247572
m	0.34871429223199824	0.1932812243093445	0.385846108368581	0.0721583750900762
b	0.9171688788970104	0.010090068166516579	0.02039352291296222	0.05234753002351088
b	0.8207021758189929	0.07423143546959717	0.024166361210814554	0.08090002750059543
b	0.7285769711713959	0.13238572096357218	0.035774375456855606	0.10326293240817642
b	0.47439112614884976	0.34156249857725096	0.06228058628498539	0.12176578898891399
b	0.7475717410589406	0.019223172458843387	0.025419967833524498	0.20778511864869156
b	0.9783720143585928	0.006488188331981092	0.006950247903194452	0.008189549406231721
b	0.5862866294730249	0.16225307923267213	0.15453247728732225	0.09692781400698079
e	0.3229065304993544	0.48900990169802916	0.0462700056549553	0.14181356214766105
e	0.002950285581263313	0.9824236343408383	0.009647097691884904	0.00497898238601326
e	0.13770017333831222	0.7100958772344701	0.062216137396287764	0.08998781203093
b	0.8397739106261267	0.10213979967667787	0.027950269360264006	0.030136020336931434
e	0.21320779551579871	0.3357756218775055	0.24217281544975242	0.2088437671569435
e	0.16438445751255307	0.602374672286717	0.11382843608985127	0.11941243411087868
e	0.1595362953469426	0.6317229439331276	0.14102285862403277	0.0677179020958969
b	0.8213720112272802	0.019409591330266415	0.03728784958638888	0.12193054785606451
b	0.8671028489896168	0.041663998218210825	0.031809103356276666	0.059424049435895965
e	0.07269420669736575	0.8512969802554486	0.03325152472996178	0.042757288317223585
b	0.585545107041117	0.2834030880381705	0.07252431712723806	0.05852748779347461
b	0.7034602706681103	0.18758803936121463	0.03181323123377697	0.0771384587368981
e	0.01097403206785992	0.928836963061584	0.03277570119971095	0.027413303670845095
e	0.15621029744090772	0.5946492377448872	0.1050726534006376	0.14406781141356748
b	0.8637458393107583	0.012598714785290439	0.019611885579107934	0.10404356032484348
b	0.6968460411141505	0.2038336471281821	0.04581680585593803	0.05350350590172935
b	0.9323466398787862	0.014489117474301153	0.01901840328398461	0.03414583936292805
e	0.35682548655869073	0.5270652489373706	0.05232180193819697	0.06378746256574176
b	0.4980411899736428	0.34588449305707336	0.04948560973990909	0.10658870722937472
t	0.019401573184004185	0.04303025786905261	0.01050666759347096	0.9270615013534722
e	0.2939411387397998	0.3885615335277282	0.12929613982348498	0.18820118790898688
b	0.521525022100517	0.29761360292926775	0.05780583687965895	0.1230555380905563
e	0.2839102372749294	0.5262353703136624	0.12820754358888034	0.06164684882252786
e	0.24985027156864492	0.6369532284943294	0.05670335105972229	0.05649314887730337
b	0.9614525662368175	0.006779451240362368	0.009622055330779597	0.02214592719204056
b	0.71419187248706	0.020963441787540487	0.08241461142587211	0.18243007429952734
b	0.8835868716401732	0.020122393182683822	0.037265088194445566	0.05902564698269709
b	0.48873991031005115	0.28392842695107895	0.12938268013236623	0.0979489826065037
b	0.6898352354027747	0.17927437843661828	0.0322857285247585	0.09860465763584861
b	0.9577202254619461	0.009695946949421783	0.012647074440751863	0.019936753147880175
b	0.8181150507651805	0.04183599928375973	0.06136932696972541	0.07867962298133435
b	0.875398215459933	0.03049715708561782	0.02560469529788706	0.06849993215656205
b	0.9734455224472597	0.008086063964350769	0.009225213011905176	0.009243200576484513
b	0.7355661705186265	0.1270659273652778	0.048188813135815904	0.08917908898027986
b	0.9390398261803472	0.016083633544653392	0.0131441229826289	0.0317324172923703
e	0.3138856556687859	0.5318626065321066	0.08468770442990955	0.06956403336919799
b	0.975585036363167	0.004161999426757847	0.008848609386937033	0.011404354823138077
e	8.988273522888232e-05	0.9976940843671929	0.000892525961175661	0.001323506936402679
e	0.0073151878113317656	0.9735657489100602	0.010655280044608879	0.008463783233999355
b	0.8913137530433884	0.007304791353034821	0.01395335259110788	0.0874281030124687
e	0.005305522543613465	0.9666311226272992	0.017346793094370695	0.01071656173471661
b	0.8657824567262423	0.04214686762526084	0.02454977687324413	0.06752089877525261
t	0.1005976862147516	0.06602884242863878	0.023399210198386235	0.8099742611582234
b	0.4912967528148544	0.3266243855573917	0.08770324993070581	0.09437561169704818
b	0.8977121483972607	0.01842140718751794	0.021684421933671334	0.06218202248154997
e	0.032602922998439365	0.7100118861129514	0.0382081651087231	0.21917702577988601
b	0.6923408738305433	0.1384627436631109	0.040204430072015414	0.12899195243433026
b	0.6509756857034458	0.04098349060513566	0.0820663400937869	0.22597448359763173
b	0.40328506467933556	0.3765020019075853	0.09562454843989782	0.12458838497318135
e	0.11356644103471802	0.860493955676395	0.008753344010625214	0.017186259278261735
b	0.9569877213851288	0.012090294236818289	0.008896512684535597	0.022025471693517346
e	0.3040020224880077	0.6144396401918578	0.027230015594405927	0.054328321725728504
e	0.008119288774031974	0.8259465040552008	0.1204672407693888	0.04546696640137841
e	0.03881660034201743	0.917613682836774	0.027742943499374027	0.015826773321834478
b	0.9459565206556718	0.00462514341484915	0.01340894951804696	0.03600938641143212
b	0.5001658383693165	0.20970206230265098	0.10781547848355655	0.18231662084447603
e	0.04084721337647797	0.9063006078586169	0.03377945899781997	0.019072719767085144
e	0.20396886084317392	0.5172242175891468	0.1209568195988552	0.157850101968824
b	0.9096473217634936	0.019959759616563773	0.021610484385029362	0.04878243423491339
b	0.9672127641554714	0.005009144492977129	0.006432632206376141	0.021345459145175397
b	0.7424070296605474	0.1565272731014953	0.04127964008475109	0.05978605715320632
t	0.06991199574291394	0.13556417953430935	0.03307699603760982	0.7614468286851669
e	0.002306081820147227	0.9916993760090326	0.0029611631618214943	0.003033379008998708
e	0.0007485152956410191	0.9923432816550032	0.002902261585463101	0.00400594146389271
t	0.06345395058011849	0.33593812434638	0.0353860248155379	0.5652219002579637
b	0.43711992514131065	0.32073641074997994	0.08751047531092475	0.1546331887977847
b	0.6634259408611287	0.23329090319868329	0.053747217421979764	0.049535938518208304
e	0.0034336064793335326	0.9870408059116982	0.005030481290707575	0.004495106318260639
b	0.411588685389877	0.36549840451377913	0.07404382024228341	0.14886908985406047
e	0.2790213428993945	0.4862930642014618	0.10658399294153398	0.1281015999576097
b	0.6085082486822284	0.3109618116194613	0.03155079076896207	0.048979148929348286
b	0.5085003693368481	0.32854618150161047	0.035875149195480974	0.12707829996606052
e	0.007052743692154561	0.9050472333576624	0.06973794273894701	0.018162080211236102
e	0.0005481725706392929	0.9948328716410986	0.001651449444346073	0.002967506343916259
e	0.00036885654607191266	0.9927869359162012	0.005403473377174679	0.001440734160552134
b	0.8821675099261393	0.032827571815690425	0.02984443098627341	0.05516048727189691
e	0.016179256909884414	0.86603616771839	0.027077389451085614	0.09070718592064002
e	0.08930544588048504	0.7708774655820165	0.08399607974952514	0.05582100878797348
b	0.67098366508385	0.1707239803978801	0.05340254299174806	0.10488981152652191
e	0.1946243210280809	0.3193330034326228	0.19612248026876783	0.28992019527052865
b	0.90286637202379	0.013215008527523714	0.014715087885855512	0.06920353156283084
b	0.9657504041777765	0.007209723503593839	0.009139228387610877	0.017900643931018798
b	0.5181584234093398	0.287910180882321	0.07279825336686785	0.12113314234147131
e	0.06408910295913808	0.7806852800566312	0.06791842604069692	0.08730719094353374
b	0.5981094786757208	0.279960235464786	0.06104064486665803	0.060889640992835024
b	0.4122649109140621	0.40074036238574995	0.11997008820920481	0.06702463849098321
b	0.9240501782773022	0.01990259888151224	0.021969305282572803	0.03407791755861265
b	0.6408170756463912	0.1887329768437687	0.05755441628373931	0.11289553122610062
e	0.23406912300046293	0.42697240370326983	0.15647174894754454	0.18248672434872268
b	0.41579888702958895	0.32089590762826786	0.07252077187622685	0.19078443346591636
b	0.6189686131390889	0.023470066833576504	0.04788896387271859	0.3096723561546161
b	0.9926103349592875	0.0020859503918059215	0.0023351312217761164	0.002968583427130503
b	0.8853597349275746	0.01800808170861107	0.04034823360874795	0.05628394975506653
b	0.4653327347534699	0.36759750987280093	0.08138115319359722	0.08568860218013183
e	0.025409063030460415	0.9246727936284809	0.0171330758885152	0.0327850674525435
b	0.9461280461041156	0.019763409898674335	0.013341056755620875	0.020767487241589257
e	0.1651916469100476	0.3686764556979395	0.2129276155690753	0.25320428182293764
b	0.6675739405451202	0.23323486186955872	0.05614007619943653	0.043051121385884586
b	0.9669013507126474	0.005611179232068922	0.010735320175715397	0.016752149879568332
e	0.045988969276342447	0.822732701366813	0.06397662258053226	0.06730170677631249
b	0.9415713385425879	0.00933037987226193	0.018421914150453786	0.03067636743469625
b	0.9297593222051067	0.007146745992400937	0.012334310402853871	0.050759621399638466
t	0.09969541614389757	0.3625088088695115	0.08322386214081776	0.45457191284577314
e	0.09635591520387572	0.7996180349209836	0.04725392967752909	0.05677212019761158
b	0.46080398199472594	0.3802561537110482	0.046754717883979016	0.112185146410247
e	0.0014204114028299696	0.9918340547722184	0.003274203604735604	0.0034713302202158936
e	0.35143446245939547	0.452044602431022	0.0637094158972448	0.13281151921233764
b	0.9739314161266255	0.007892270182154817	0.008022444014845026	0.010153869676374756
e	0.16778087740477984	0.5722469665249235	0.05893932823918982	0.20103282783110696
b	0.8993514201466678	0.021899083554526647	0.02801214415668882	0.05073735214211667
e	0.13026380713342775	0.7464728272458175	0.057002882286194975	0.06626048333455979
b	0.5658058120714083	0.30864119474427687	0.030427980910760658	0.09512501227355402
t	0.0914221921500654	0.014598359970108969	0.030246318459809674	0.863733129420016
b	0.4963797141403564	0.32250054244074344	0.09022878593490474	0.09089095748399534
b	0.4990590401613855	0.3055982716858737	0.05083990579780223	0.14450278235493852
b	0.8414496274430165	0.057038141516453665	0.07239952727189419	0.02911270376863553
e	0.12224645100793155	0.7596840243050903	0.07155889522761227	0.046510629459365696
b	0.5461866550665528	0.19085278195164654	0.0384347203701207	0.22452584261167985
e	0.22660265221663636	0.4406594901274044	0.08695152025898187	0.24578633739697725
e	0.00030779908517024974	0.9973438262164428	0.000869132572868446	0.001479242125518631
b	0.9092454659779174	0.018645847510427305	0.026461350891005365	0.04564733562064999
b	0.4429410413797131	0.39430855437708306	0.06673088086418393	0.09601952337902003
e	0.005891968601207698	0.8590452327373695	0.017872581602684852	0.1171902170587379
b	0.8393869821421988	0.11814876627035775	0.02690116837333368	0.01556308321410974
e	0.00041995463557055576	0.996741405209338	0.001373030295276687	0.001465609859814772
b	0.7176830623021585	0.07500917142837085	0.05214103170957183	0.15516673455989888
m	0.10360867287400859	0.2750955657059278	0.4525311015556899	0.1687646598643737
b	0.8685944201336923	0.03403980808513573	0.029390576685032185	0.06797519509613979
b	0.7243624646620492	0.1282821287353045	0.08107741308569597	0.0662779935169503
b	0.5554166241364569	0.2960858474049266	0.04724806379805102	0.1012494646605655
e	0.16892028480919882	0.4395046765140042	0.1526419805815125	0.2389330580952844
b	0.5502543031599871	0.03403740118899403	0.03588181635051438	0.37982647930050456
b	0.5886024658378132	0.014007233429617554	0.042492432425031396	0.35489786830753783
b	0.9490058557744102	0.015769851563028514	0.014744856428207368	0.020479436234353963
b	0.6015454132236873	0.2682854531402987	0.04786422450571144	0.08230490913030256
b	0.9304584241603546	0.02058072694885573	0.01415126591871414	0.034809582972075495
b	0.6564698032868828	0.008517198219916393	0.24283767295736042	0.09217532553584037
b	0.9464137324604461	0.012402212530609184	0.01108244823217618	0.030101606776768403
e	0.004413088260648551	0.9858642461435982	0.004446863090739107	0.0052758025050140865
b	0.8985027919025677	0.023387689590552114	0.01712138529311932	0.06098813321376092
e	0.3382025538794169	0.5260459017255414	0.049891073657967015	0.0858604707370746
b	0.7623150161301396	0.044549330177970047	0.07852331299296986	0.11461234069892051
t	0.13720145791943317	0.3078255621856335	0.1143347383879369	0.44063824150699643
e	0.18227530493350128	0.606297804549997	0.08156086900776402	0.12986602150873774
b	0.6942510633430516	0.22907146701912623	0.04800466463365409	0.028672805004167995
b	0.5002378006856731	0.37315363404147855	0.03954004701581626	0.08706851825703203
b	0.6566844147004689	0.1905346471713281	0.06665639385286105	0.08612454427534197
b	0.7563317649327752	0.025513177965129398	0.14093751141651534	0.07721754568558002
b	0.6945270449667508	0.17888551744295123	0.03890030834313276	0.08768712924716542
m	0.310201252962907	0.2608379852861354	0.3135437317624927	0.1154170299884649
e	0.08704102135601792	0.8337279713244885	0.02349495375830647	0.0557360535611873
e	0.019477089086484534	0.8378838150167023	0.024243191578523903	0.11839590431828934
e	0.33901165876239875	0.3484377144540321	0.14450484949268536	0.16804577729088374
b	0.427062092558804	0.4138001389527021	0.05893367898062064	0.10020408950787314
b	0.9848087670186977	0.002475960995572091	0.003530719747263694	0.009184552238466549
